,_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,282_payment_method_that_purchase,283_fulfill_needs,300_did_not_find,237_distance_household_interviewee,299_means_transportation_consumer,284_additional_products_store,301_electricity_bill,305_electricity_bill_store,302_water_bill,306_water_bill_store,303_gas_bill,307_gas_bill_store,286_topups,308_topups_in_store,287_wire_transfers,309_wiretransfers_in_store,320_other_services_in_store,304_additional_services_store,240_gender_interviewee,indicate_the_type_of_store,name_of_the_store,storefront_picture_just_once_if_possible,238_frequency_buying_store,81_number_online_purchases_month,288_number_app_purchases_month,289_number_whatsapp_purchases_month,83_willingness_ultrafast_delivery,84_willingness_sameday_delivery,241_age_of_the_interviewee
97,0b9d4a8e-c939-40ed-b5d5-11f756f61944,"November 22, 2022",2022-11-23 04:32:11 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2706592232 19.0022409365),19.0022409365,-98.2706592232,Efectivo,yes,Latas de atún,4 a 6 cuadras,Motocicleta,Sabritas de limón y Coca Cola de café,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,Recargas ,Male,Micro-restaurant (aka. fondita),Nevaflora,2 Photos,2.0,3.0,1.0,2.0,300.0,150.0,29.0
98,f68d881e-32ba-4eb4-a60f-2bb04e3009a7,"November 22, 2022",2022-11-23 04:32:10 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2685070857 19.0027180291),19.0027180291,-98.2685070857,Efectivo,yes,Latas de atún,4 a 6 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,CFE,yes,Sistema de agua,yes,teléfono,yes,No lo hago,yes,Banco,no,no,Recargas ,Female,Grocery store (aka. nanostore),Nevaflora,2 Photos,1.0,1.0,1.0,0.0,200.0,100.0,50.0
99,fb3f3483-5cb4-45f3-9c8f-ce65b80c1cc2,"November 15, 2022",2022-11-22 21:23:25 UTC,Harry Hernández,SRID=4326;POINT(-98.3048869763 19.0578179062),19.0578179062,-98.3048869763,Efectivo,yes,Latas de atún,4 a 6 cuadras,A pie,Sabritas de limón y Coca Cola de café,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,Tiendita,yes,No lo hago,no,no,Recargas ,Female,Micro-restaurant (aka. fondita),Las piñas,2 Photos,1.0,1.0,0.0,0.0,30.0,30.0,35.0
100,fe0db90b-1e9b-4c9d-80fe-a7b7136122b2,"November 15, 2022",2022-11-22 21:16:28 UTC,Harry Hernández,SRID=4326;POINT(-98.3050551173 19.060953157),19.060953157,-98.3050551173,Efectivo,yes,Latas de atún,4 a 6 cuadras,A pie,Sabritas de limón y Coca Cola de café,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tiendita,yes,No lo hago,no,no,Recargas ,Female,Grocery store (aka. nanostore),Cholucremas,1 Photo,2.0,1.0,0.0,0.0,10.0,10.0,22.0
101,16ca2046-c38b-49fc-965a-03aff38d0691,"November 19, 2022",2022-11-20 05:59:31 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2482751831 19.0283351019),19.0283351019,-98.2482751831,Efectivo,yes,Latas de atún,0 a 3 cuadras,A pie,Sabritas de limón y Coca Cola de café,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,no,Recargas ,Male,Butcher shop,El pollo supremo,1 Photo,2.0,0.0,0.0,0.0,10.0,10.0,20.0
102,76b75f89-32a3-4314-95db-16f4d25f1d16,"November 19, 2022",2022-11-20 05:58:17 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2481796294 19.0282504747),19.0282504747,-98.2481796294,Efectivo,yes,Latas de atún,más de 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,CFE,yes,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,Recargas ,Female,Micro-restaurant (aka. fondita),Hijos del maíz,1 Photo,1.0,1.0,1.0,0.0,35.0,40.0,20.0
103,6ea36e7c-38cb-422e-ae52-bf1d8e70f2e2,"November 19, 2022",2022-11-20 05:54:58 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.247951977 19.0280555466),19.0280555466,-98.247951977,No realizó compras,yes,Latas de atún,4 a 6 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,CFE,yes,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Banco,no,no,Recargas ,Male,Cafeteria,Cocina la parroquia ,1 Photo,4.0,1.0,0.0,0.0,0.0,0.0,54.0
104,b72c9555-03ba-4dd0-9599-4fe280856460,"November 16, 2022",2022-11-20 04:04:42 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2466826215 19.0270656891),19.0270656891,-98.2466826215,Tarjeta de débito y/o crédito,yes,Latas de atún,7 a 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,CFE,yes,Tienda de conveniencia (e.g. OXXO),yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,no,Recargas ,Female,Grocery store (aka. nanostore),Myla ,1 Photo,1.0,1.0,4.0,0.0,15.0,80.0,33.0
105,e4e96475-47a5-4517-ae1e-6f26eafb29e1,"November 16, 2022",2022-11-20 03:57:39 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2465136424 19.0268843889),19.0268843889,-98.2465136424,Tarjeta de débito y/o crédito,yes,Latas de atún,7 a 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,Recargas ,Female,Cafeteria,Wasabi,1 Photo,1.0,6.0,4.0,1.0,250.0,100.0,24.0
106,d66e9895-e7fd-470e-9dfd-efd545c19029,"November 17, 2022",2022-11-19 04:24:46 UTC,Emilio Garza,SRID=4326;POINT(-98.2005161739 19.0424609942),19.0424609942,-98.2005161739,Efectivo,yes,Latas de atún,4 a 6 cuadras,A pie,Sabritas de limón y Coca Cola de café,"CFE,Tienda de conveniencia (e.g. OXXO)",yes,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,no,Recargas ,Male,Cafeteria,Coffee Bike,1 Photo,5.0,1.0,2.0,0.0,50.0,0.0,25.0
107,ac59c325-9502-4e83-9317-bab5afaf1a56,"November 18, 2022",2022-11-18 22:53:40 UTC,Sandra Carreón,SRID=4326;POINT(-98.1986783663 19.0440182279),19.0440182279,-98.1986783663,Efectivo,yes,Latas de atún,más de 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,Banco,no,Sistema de agua,no,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),no,yes,Recargas ,Male,Cafeteria,Tortas La rana,1 Photo,2.0,3.0,10.0,1.0,100.0,60.0,19.0
108,44a828cf-2085-4889-bc34-0ade8ae6ed91,"November 11, 2022",2022-11-18 22:32:37 UTC,Juan Chimas,SRID=4326;POINT(-98.1953940913 19.0476993375),19.0476993375,-98.1953940913,Efectivo,yes,Latas de atún,más de 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Tienda de conveniencia (e.g. OXXO),no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,Tienda de conveniencia (e.g. OXXO),no,no,Envios,Female,Artículos del hogar,SUPER & ALMACENES AW,1 Photo,1.0,1.0,7.0,2.0,200.0,100.0,30.0
109,ca4b381e-902e-48da-8bd8-3737158e7b12,"November 18, 2022",2022-11-18 22:31:49 UTC,Juan Chimas,SRID=4326;POINT(-98.1986976349 19.0440174761),19.0440174761,-98.1986976349,Efectivo,yes,Latas de atún,más de 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,Supermercado,yes,Supermercado,yes,Supermercado,yes,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,yes,no,Envios,Male,Cafeteria,Tortas la ranita ,1 Photo,1.0,9.0,12.0,0.0,200.0,60.0,19.0
110,6a2d1c31-e645-433a-88ba-656b315ccdf4,"November 4, 2022",2022-11-18 20:48:36 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1967948964 19.0424989303),19.0424989303,-98.1967948964,Efectivo,yes,Latas de atún,más de 10 cuadras,Transporte público,Sabritas de limón y Coca Cola de café,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tiendita,no,Tiendita,no,no,Envios,Female,Cafeteria,Tortas Ana desde 1962,1 Photo,2.0,2.0,0.0,0.0,70.0,50.0,19.0
111,0fb99ca8-00f2-4abd-afe4-9372f1a19c9c,"November 4, 2022",2022-11-18 20:48:35 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1955483959 19.0412854029),19.0412854029,-98.1955483959,Tarjeta de débito y/o crédito,yes,Latas de atún,más de 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,No lo hago,no,no,Envios,Male,Grocery store (aka. nanostore),Talaveria Salazar ,1 Photo,1.0,6.0,10.0,1.0,250.0,150.0,44.0
112,a1f4c27d-d7b1-49e3-8296-d22caf5b9966,"November 4, 2022",2022-11-18 20:48:35 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1957725536 19.0412818022),19.0412818022,-98.1957725536,Efectivo,yes,Latas de atún,15km,Automóvil,Sabritas de limón y Coca Cola de café,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,Envios,Female,Grocery store (aka. nanostore),Bazar los sapos ,1 Photo,1.0,2.0,0.0,0.0,200.0,100.0,20.0
113,a94da4a7-6ef7-49a6-a057-ea37bcb63379,"November 4, 2022",2022-11-18 20:48:34 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1968609397 19.0406161218),19.0406161218,-98.1968609397,Efectivo,yes,Latas de atún,4 a 6 cuadras,A pie,Sabritas de limón y Coca Cola de café,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,Envios,Female,Grocery store (aka. nanostore),Artesanía étnica,1 Photo,1.0,2.0,0.0,0.0,100.0,100.0,21.0
114,dc9ddbd1-82d6-4514-babc-d81bd06af50a,"November 4, 2022",2022-11-18 20:48:34 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1966566029 19.0406365313),19.0406365313,-98.1966566029,Tarjeta de débito y/o crédito,yes,Latas de atún,10km,Automóvil,Sabritas de limón y Coca Cola de café,CFE,no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,yes,Envios,Male,Grocery store (aka. nanostore),Manos de la tierra ,1 Photo,1.0,3.0,0.0,0.0,150.0,150.0,27.0
115,144ead85-5929-423f-9a86-b326237e526a,"November 4, 2022",2022-11-18 20:48:33 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1965942247 19.0407717288),19.0407717288,-98.1965942247,Efectivo,yes,Latas de atún,más de 10 cuadras,Motocicleta,Sabritas de limón y Coca Cola de café,No lo hago,no,No lo hago,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,Pago de servicios ,Male,Grocery store (aka. nanostore),De Los Ángeles galería de arte ,1 Photo,1.0,2.0,5.0,0.0,100.0,100.0,19.0
116,f3426f94-de9d-40fc-949d-790f39cae545,"November 4, 2022",2022-11-18 20:48:33 UTC,Uriel Bonilla,SRID=4326;POINT(-98.1961647804 19.0420627987),19.0420627987,-98.1961647804,Efectivo,yes,Latas de atún,más de 10 cuadras,Transporte público,Sabritas de limón y Coca Cola de café,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,Pago de servicios ,Female,Grocery store (aka. nanostore),Boutique ,1 Photo,1.0,1.0,0.0,0.0,100.0,100.0,32.0
117,ca908976-2ea8-4e0b-bacd-e01d05d7e6ac,"November 5, 2022",2022-11-18 17:40:33 UTC,Gustavo Manzanilla,SRID=4326;POINT(-98.2206574827 19.0427584995),19.0427584995,-98.2206574827,Tarjeta de débito y/o crédito,yes,Latas de atún,más de 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,Tienda de conveniencia (e.g. OXXO),no,"Tienda de conveniencia (e.g. OXXO),app",no,"Tienda de conveniencia (e.g. OXXO),int",no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO),apps de banco",no,no,Pago de servicios ,Female,Micro-restaurant (aka. fondita),King pollo,1 Photo,1.0,0.0,3.4,0.0,50.0,50.0,25.0
118,4c411bd9-ac25-490d-8aa6-4081fe004b24,"November 11, 2022",2022-11-18 17:24:25 UTC,Juan Chimas,SRID=4326;POINT(-98.1972498447 19.0486142796),19.0486142796,-98.1972498447,Efectivo,yes,Latas de atún,más de 10 cuadras,Transporte público,Sabritas de limón y Coca Cola de café,CFE,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,Pago de servicios ,Female,Grocery store (aka. nanostore),Dulcerías Candy,1 Photo,1.0,0.0,0.0,0.0,0.0,0.0,50.0
119,14660d72-0a8d-4279-8f5d-1ed895b42867,"November 17, 2022",2022-11-18 13:30:16 UTC,Fernando Báez,SRID=4326;POINT(-98.2011140488 19.0437195048),19.0437195048,-98.2011140488,Efectivo,yes,Latas de atún,más de 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,"Banco,CFE",no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",yes,No lo hago,no,no,Pago de servicios ,Female,Grocery store (aka. nanostore),Antojitos Tomy,1 Photo,2.0,0.0,0.0,0.0,30.0,20.0,38.0
120,b969aaf4-b20d-43c0-8f3a-56413f410929,"November 17, 2022",2022-11-18 13:30:16 UTC,Fernando Báez,SRID=4326;POINT(-98.2014519576 19.043857492),19.043857492,-98.2014519576,Tarjeta de débito y/o crédito,yes,Latas de atún,más de 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,"Banco,CFE,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Sistema de agua",no,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO),Tiendita",yes,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,Pago de servicios ,Male,Micro-restaurant (aka. fondita),Las brisas,1 Photo,3.0,0.0,0.0,0.0,30.0,15.0,22.0
121,24102827-b1c9-43f1-8cfe-4b47b994f6a9,"November 17, 2022",2022-11-18 13:30:16 UTC,Fernando Báez,SRID=4326;POINT(-98.2014865002 19.0437819209),19.0437819209,-98.2014865002,Efectivo,yes,Latas de atún,más de 10 cuadras,Transporte público,Sabritas de limón y Coca Cola de café,CFE,no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",yes,No lo hago,no,no,Pago de servicios ,Female,Grocery store (aka. nanostore),Mini super siete hermanos ,1 Photo,2.0,6.0,5.0,3.0,60.0,20.0,19.0
122,420c96df-f06a-431e-b53a-e08eab5a62cf,"November 17, 2022",2022-11-18 13:30:15 UTC,Fernando Báez,SRID=4326;POINT(-98.2012805292 19.0438600744),19.0438600744,-98.2012805292,Efectivo,yes,Latas de atún,más de 10 cuadras,Transporte público,Sabritas de limón y Coca Cola de café,"Banco,CFE,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Sistema de agua",no,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO),Tiendita",yes,No lo hago,no,no,Pago de servicios ,Female,Grocery store (aka. nanostore),Lulu ,1 Photo,1.0,5.0,3.0,0.0,20.0,15.0,22.0
123,5d761e23-65e4-42ad-9821-2fda69c86123,"November 17, 2022",2022-11-18 13:30:15 UTC,Fernando Báez,SRID=4326;POINT(-98.2020500548 19.0452796876),19.0452796876,-98.2020500548,Efectivo,yes,Latas de atún,más de 10 cuadras,Transporte público,Sabritas de limón y Coca Cola de café,"CFE,Tienda de conveniencia (e.g. OXXO)",no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,Pago de servicios ,Male,Grocery store (aka. nanostore),La ranita v,1 Photo,2.0,0.0,0.0,0.0,15.0,10.0,36.0
124,8df7cb18-dd6c-4616-afae-b5fa396b35dd,"November 17, 2022",2022-11-18 13:30:14 UTC,Fernando Báez,SRID=4326;POINT(-98.2021424021 19.0453170949),19.0453170949,-98.2021424021,Efectivo,yes,Latas de atún,7 a 10 cuadras,A pie,Sabritas de limón y Coca Cola de café,"CFE,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",yes,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,Pago de servicios ,Male,Grocery store (aka. nanostore),La michoacana ,1 Photo,1.0,3.0,0.0,0.0,20.0,10.0,17.0
125,1f115f77-19fc-42bb-8010-2eb75efafb0e,"November 17, 2022",2022-11-18 13:30:14 UTC,Fernando Báez,SRID=4326;POINT(-98.2020580896 19.04525234),19.04525234,-98.2020580896,Efectivo,yes,Latas de atún,más de 10 cuadras,Transporte público,Sabritas de limón y Coca Cola de café,CFE,no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",yes,Tienda de conveniencia (e.g. OXXO),no,no,Pago de servicios ,Male,Grocery store (aka. nanostore),La michoacana ,1 Photo,1.0,2.0,3.0,0.0,30.0,10.0,17.0
126,2a8b2654-f1e5-4810-91c9-9222c6df649c,"November 17, 2022",2022-11-18 13:30:13 UTC,Fernando Báez,SRID=4326;POINT(-98.2001472512 19.0441562066),19.0441562066,-98.2001472512,Efectivo,yes,Latas de atún,más de 10 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,"CFE,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",yes,No lo hago,no,no,Pago de servicios ,Male,Grocery store (aka. nanostore),Guadalupe ,1 Photo,1.0,2.0,0.0,0.0,30.0,20.0,20.0
127,6c40ecf8-b4cd-4584-8841-0a1b33c77569,"November 17, 2022",2022-11-18 13:30:13 UTC,Fernando Báez,SRID=4326;POINT(-98.1998416229 19.0441080973),19.0441080973,-98.1998416229,Efectivo,yes,Latas de atún,más de 10 cuadras,Transporte público,Sabritas de limón y Coca Cola de café,CFE,yes,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),no,no,Pago de servicios ,Male,Grocery store (aka. nanostore),Óptica Ah,1 Photo,3.0,1.0,0.0,0.0,40.0,40.0,22.0
128,a22e0807-6378-4912-a5eb-36405d4ae1ff,"November 17, 2022",2022-11-17 22:14:42 UTC,Sergio Licea,SRID=4326;POINT(-98.202198185 19.0450390995),19.0450390995,-98.202198185,Efectivo,yes,Latas de atún,más de 10 cuadras,Transporte público,Sabritas de limón y Coca Cola de café,CFE,yes,Supermercado,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,no,Pago de servicios ,Female,Grocery store (aka. nanostore),"La Ranita ""V""",1 Photo,1.0,5.0,0.0,0.0,60.0,50.0,21.0
129,71c64b7c-93f2-4a8f-a454-a50ffcf31553,"November 17, 2022",2022-11-17 21:14:01 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,Efectivo,yes,Latas de atún,4 a 6 cuadras,Automóvil,Sabritas de limón y Coca Cola de café,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,yes,yes,Pago de servicios ,Female,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo,4.0,0.0,0.0,0.0,20.0,5.0,35.0
130,9eeb7add-d434-403d-8e90-55ee4ed27936,"November 17, 2022",2022-11-17 21:11:38 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,No realizó compras,no,Latas de atún,0 a 3 cuadras,A pie,Sabritas de limón y Coca Cola de café,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,Envios de dinero,Male,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo,2.0,5.0,3.0,0.0,40.0,20.0,20.0
131,f81acc8f-5e14-4b55-8cfa-ebda6e9a4b02,"November 17, 2022",2022-11-17 21:09:04 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,Efectivo,yes,Cacahuates japoneses,4 a 6 cuadras,Motocicleta,Sabritas de limón y Coca Cola de café,Supermercado,yes,Banco,yes,Proveedor de gas,no,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),yes,yes,Envios de dinero,Female,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo,2.0,0.0,2.0,0.0,10.0,0.0,35.0
132,1b3ca0df-1a38-4e64-9c39-a5f310cfc980,"November 17, 2022",2022-11-17 21:05:23 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,No realizó compras,no,Cacahuates japoneses,0 a 3 cuadras,Bicicleta,Sabritas de limón y Coca Cola de café,Banco,yes,Banco,yes,Proveedor de gas,yes,No lo hago,no,Banco,yes,yes,pago de servicios,Female,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo,1.0,0.0,0.0,0.0,20.0,5.0,40.0
133,c95ad8ce-9634-4668-92ac-a1a69be2621d,"November 17, 2022",2022-11-17 20:52:50 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),19.015877,-98.21577,Efectivo,yes,Monster blanco,0 a 3 cuadras,A pie,Cigarros,CFE,yes,Sistema de agua,yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,yes,recargas,Male,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo,2.0,0.0,0.0,0.0,0.0,0.0,55.0
134,56256fc7-3e24-41fe-9685-55a6ed3c503f,"November 16, 2022",2022-11-17 20:08:06 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2695870101 19.0021369586),19.0021369586,-98.2695870101,Efectivo,yes,Monster blanco,más de 10 cuadras,Automóvil,Cigarros,No lo hago,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,Banco,no,no,"Pagar teléfono, luz, internet",Female,Cafeteria,Nevaflora,1 Photo,2.0,4.0,6.0,3.0,100.0,150.0,19.0
135,cb8702fa-3cbd-4aac-98b1-2c9949dafac6,"November 16, 2022",2022-11-17 18:39:09 UTC,Edward González,SRID=4326;POINT(-98.2035612633 19.0460500505),19.0460500505,-98.2035612633,Efectivo,yes,Monster blanco,4 a 6 cuadras,A pie,Cigarros,CFE,no,Sistema de agua,yes,Proveedor de gas,yes,No lo hago,no,Tienda de conveniencia (e.g. OXXO),yes,yes,"Pagar teléfono, luz, internet",Male,Grocery store (aka. nanostore),Abarrores Vinos y Licores La Ranita,1 Photo,2.1,5.0,5.0,5.0,62.6,64.6,58.0
136,202e93e9-b2b1-4874-9875-45757166f7b6,"November 17, 2022",2022-11-17 18:25:52 UTC,Francisco Adán,SRID=4326;POINT(-98.2002077 19.0423381),19.0423381,-98.2002077,Tarjeta de débito y/o crédito,yes,Monster blanco,4 a 6 cuadras,Automóvil,Cigarros,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"No lo hago,Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),no,no,Más opciones de comida ,Male,cine ,Cinemex ,1 Photo,1.0,4.0,5.0,3.0,60.0,90.0,26.0
137,e679fc68-4760-435f-bd80-d3dc62c5ca27,"November 17, 2022",2022-11-17 18:19:19 UTC,José Oropeza,SRID=4326;POINT(-98.2016617148 19.0439725998),19.0439725998,-98.2016617148,Efectivo,yes,Monster blanco,más de 10 cuadras,Automóvil,Cigarros,"CFE,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO),Tiendita",yes,"Banco,Supermercado",no,no,Más opciones de comida ,Male,Micro-restaurant (aka. fondita),Las Brisas,1 Photo,2.0,10.0,7.0,6.0,35.0,35.0,40.0
138,2b08d369-d65d-4818-9e02-52aa40c16338,"November 17, 2022",2022-11-17 18:17:47 UTC,Francisco Adán,SRID=4326;POINT(-98.2018944 19.0424098),19.0424098,-98.2018944,Efectivo,yes,Monster blanco,7 a 10 cuadras,Transporte público,Cigarros,CFE,no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",yes,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,no,Más opciones de comida ,Female,Micro-restaurant (aka. fondita),Panadería Torteria y Pizzas ,1 Photo,1.0,2.0,5.0,2.0,65.0,30.0,28.0
139,48ce8093-9cf2-4822-9b2d-8ce2b2f8efa2,"November 17, 2022",2022-11-17 18:16:15 UTC,José Oropeza,SRID=4326;POINT(-98.2014883427 19.0438778294),19.0438778294,-98.2014883427,Tarjeta de débito y/o crédito,yes,Monster blanco,4 a 6 cuadras,A pie,Cigarros,"Banco,CFE,Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,"Banco,Sistema de agua,Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,Más opciones de comida ,Male,Micro-restaurant (aka. fondita),Torras 7 Hermanos,1 Photo,3.0,6.0,7.0,4.0,100.0,70.0,31.0
140,5ebb7f04-e7d8-4b10-a892-94e2246647df,"November 17, 2022",2022-11-17 17:59:50 UTC,José Oropeza,SRID=4326;POINT(-98.2017978307 19.0440261445),19.0440261445,-98.2017978307,Efectivo,yes,Monster blanco,más de 10 cuadras,Automóvil,Cigarros,"Banco,CFE,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Sistema de agua",no,Proveedor de gas,no,"Supermercado,Tiendita",no,Banco,no,no,Más opciones de comida ,Female,Micro-restaurant (aka. fondita),Fonda Margarita,1 Photo,3.0,3.0,2.0,1.0,50.0,45.0,27.0
141,5f49c776-72df-4ea0-b886-c574fa1b1b36,"November 17, 2022",2022-11-17 17:51:09 UTC,Francisco Adán,SRID=4326;POINT(-98.2014044 19.043087),19.043087,-98.2014044,Tarjeta de débito y/o crédito,yes,Monster blanco,4 a 6 cuadras,Automóvil,Cigarros,CFE,no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Más opciones de comida ,Female,Micro-restaurant (aka. fondita),Bajo el cielo de Jalisco ,1 Photo,1.0,1.0,2.0,0.0,50.0,25.0,60.0
